2023-06-11 14:00:37 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2023-06-11 14:00:37 0 [Note] InnoDB: Uses event mutexes
2023-06-11 14:00:37 0 [Note] InnoDB: Compressed tables use zlib 1.2.12
2023-06-11 14:00:37 0 [Note] InnoDB: Number of pools: 1
2023-06-11 14:00:37 0 [Note] InnoDB: Using SSE2 crc32 instructions
2023-06-11 14:00:38 0 [ERROR] InnoDB: Page [page id: space=0, page number=301] log sequence number 1487537 is in the future! Current system log sequence number 300306.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 1233311 is in the future! Current system log sequence number 300306.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Page [page id: space=0, page number=306] log sequence number 1233311 is in the future! Current system log sequence number 300306.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 1371942 is in the future! Current system log sequence number 300306.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Page [page id: space=0, page number=309] log sequence number 1371942 is in the future! Current system log sequence number 300306.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Page [page id: space=0, page number=47] log sequence number 1371981 is in the future! Current system log sequence number 300306.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Page [page id: space=0, page number=311] log sequence number 1371981 is in the future! Current system log sequence number 300306.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Page [page id: space=0, page number=48] log sequence number 1372020 is in the future! Current system log sequence number 300306.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Page [page id: space=0, page number=312] log sequence number 1372020 is in the future! Current system log sequence number 300306.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Page [page id: space=0, page number=49] log sequence number 1372059 is in the future! Current system log sequence number 300306.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Page [page id: space=0, page number=313] log sequence number 1372059 is in the future! Current system log sequence number 300306.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Page [page id: space=0, page number=50] log sequence number 1372098 is in the future! Current system log sequence number 300306.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Page [page id: space=0, page number=314] log sequence number 1372098 is in the future! Current system log sequence number 300306.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Page [page id: space=0, page number=51] log sequence number 1372137 is in the future! Current system log sequence number 300306.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Page [page id: space=0, page number=315] log sequence number 1372137 is in the future! Current system log sequence number 300306.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Page [page id: space=0, page number=52] log sequence number 1372192 is in the future! Current system log sequence number 300306.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Page [page id: space=0, page number=316] log sequence number 1372192 is in the future! Current system log sequence number 300306.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Page [page id: space=0, page number=53] log sequence number 1372231 is in the future! Current system log sequence number 300306.
